web-scraper-order,dates_times_title_course_number,course_number
1550244877-13496,Time/Location: T Th 3:00 PM-4:50 PM / HATFLD 206,
1550244877-13497,Time/Location: T Th 1:00 PM-2:50 PM / MCCONN 103,
1550244877-13498,Time/Location: T Th 9:00 AM-10:20 AM / BURTON 302,
1550244877-13499,Time/Location: M W 1:10 PM-2:30 PM / FORD 240,
1550244877-13500,Time/Location: M W F 11:00 AM-12:10 PM / STODRD G2,
1550244877-13501,Time/Location: M W F 1:10 PM-2:30 PM / SAB-RD 301,
1550244877-13502,Time/Location: W 2:40 PM-4:00 PM / SAB-RD 301,
1550244877-13503,Time/Location: Th 10:30 AM-11:50 AM / SAB-RD 301,
1550244877-13504,Time/Location: M W F 11:00 AM-12:10 PM / SAB-RD 301,
1550244877-13505,Time/Location: T 1:00 PM-2:50 PM / SAB-RD 301,
1550244877-13506,Time/Location: T 3:00 PM-4:50 PM / SAB-RD 301,
1550244877-13507,Time/Location: M W 9:00 AM-10:20 AM / SAB-RD 301,
1550244877-13508,Time/Location: T Th 1:00 PM-2:50 PM / BURTON 301,
1550244877-13509,Time/Location: T Th 3:00 PM-4:50 PM / SAB-RD 220,
1550244877-13510,Time/Location: M W 1:10 PM-2:30 PM / MCCONN 103,
1550244877-13511,Time/Location: M W F 11:00 AM-12:10 PM / BASS 203,
1550244877-13512,Time/Location: M W 2:40 PM-4:00 PM / BASS 002,
1550244877-13513,Time/Location: T Th 1:00 PM-2:50 PM / BASS 002,
1550244877-13514,Time/Location: W 7:00 PM-8:30 PM / SEELYE 106,
1550244877-13515,Time/Location: M W F 11:00 AM-12:10 PM / SEELYE 109,
1550244877-13516,Time/Location: T Th 1:00 PM-2:20 PM / SEELYE 201,
1550244877-13517,Time/Location: M W 9:00 AM-10:20 AM / SEELYE 105,
1550244877-13518,Time/Location: T Th 1:00 PM-2:20 PM / SEELYE 206,
1550244877-13519,Time/Location: M W 1:10 PM-2:30 PM / SEELYE 312,
1550244877-13520,Time/Location: T 1:00 PM-4:00 PM / SEELYE 308,
1550244877-13521,Time/Location: T Th 9:50 AM-11:50 AM / THEATR STUDIO2,
1550244877-13522,,
1550244877-13523,,
1550244877-13524,Time/Location: T Th 10:30 AM-11:50 AM / THEATR 100,
1550244877-13525,Time/Location: T Th 1:00 PM-2:50 PM / THEATR 109,
1550244877-13526,"Time/Location: T 3:00 PM-4:50 PM / THEATR 207A, T Th 10:30 AM-11:50 AM / THEATR 109",
1550244877-13527,Time/Location: M W 10:00 AM-12:10 PM / THEATR 100,
1550244877-13528,Time/Location: T Th 3:00 PM-4:50 PM / THEATR 114,
1550244877-13529,Time/Location: W 7:00 PM-10:00 PM / THEATR 207A,
1550244877-13530,Time/Location: T Th 1:00 PM-2:50 PM / THEATR 100,
1550244877-13531,Time/Location: T Th 1:00 PM-2:50 PM / THEATR 100,
1550244877-13532,Time/Location: T Th 3:00 PM-4:50 PM / THEATR 109,
1550244877-13533,Time/Location: Th 1:00 PM-4:50 PM / THEATR 207A,
1550244877-13534,Time/Location: T 1:00 PM-2:50 PM / THEATR 114,
1550244877-13535,Time/Location: T 1:00 PM-2:50 PM / THEATR 114,
1550244877-13536,Time/Location: Th 3:00 PM-4:50 PM / HATFLD 202,
1550244877-13537,,"30366 
            AFR   AFR   155   01   Introduction to Black Women’s Studies    Flavia Santos De Araujo"
1550244877-13538,,"30136 
            AFR   AFR   175   01   African-American Literature 1900 to the Present    Flavia Santos De Araujo"
1550244877-13539,,"30364 
            AFR   AFR   201   01   Methods of Inquiry    Daphne M. Lamothe"
1550244877-13540,,"30365 
            AFR   AFR   212   01   Family Matters: Representations, Policy and the Black Family    Diana Ashley Burnett"
1550244877-13541,,"30362 
            AFR   AFR   245   01   The Harlem Renaissance    Daphne M. Lamothe"
1550244877-13542,,"30359 
            AFR   AFR   289   01   (C) Race, Feminism and Resistance in Movements for Social Change    Samuel Galen Ng"
1550244877-13543,,"30360 
            AFR   AFR   366   01   Seminar: Contemporary Topics in Africana Studies The Politics of Grief   Samuel Galen Ng"
1550244877-13544,,"30361 
            AFR   AFR   366   02   Seminar: Contemporary Topics in Africana Studies Afro-Brazilian Culture   Flavia Santos De Araujo"
1550244877-13545,,"30771 
            AFR   AFR   366   03   Seminar: Contemporary Topics in Africana Studies Anthropology of Blackness in America   Diana Ashley Burnett"
1550244877-13546,,"30004 
            AMS   AMS   201   01   Introduction to the Study of American Society and Culture    Christen Mucher, Kevin L. Rozario"
1550244877-13547,,"30007 
            AMS   AMS   220   01   Colloquium Dance, Music, Sex, Romance   Steve Waksman"
1550244877-13548,,"30709 
            AMS   AMS   225   01   Corporate Capitalism, Media and Protest in America    Kevin L. Rozario"
1550244877-13549,,"30005 
            AMS   AMS   241   01   Disability in Popular Culture    Sarah Orem"
1550244877-13550,,"30708 
            AMS   AMS   302   01   Seminar: The Material Culture of New England, 1630–1860    Barbara A. Mathews"
1550244877-13551,,"30006 
            AMS   AMS   341   01   Symposium in American Studies Performing Deviant Bodies   Sarah Orem"
1550244877-13552,,"30426 
            ANT   ANT   130   01   Introduction to Cultural Anthropology    Fernando Armstrong-Fumero"
1550244877-13553,,"30427 
            ANT   ANT   130   02   Introduction to Cultural Anthropology    Caroline M. Melly"
1550244877-13554,,"30428 
            ANT   ANT   130   03   Introduction to Cultural Anthropology    Colin B. Hoag"
1550244877-13555,,"30805 
            ANT   ANT   135   01   Introduction to Archaeology    Patricia Mangan"
1550244877-13556,,"30429 
            ANT   ANT   200   01   Research Methods in Anthropology    Caroline M. Melly"
1550244877-13557,,"30804 
            ANT   ANT   226   01   Archaeology of Food    Patricia Mangan"
1550244877-13558,,"30433 
            ANT   ANT   234   01   Culture, Power and Politics    Fernando Armstrong-Fumero"
1550244877-13559,,"30434 
            ANT   ANT   237   01   Native South Americans    Elizabeth A. Klarich"
1550244877-13560,,"30430 
            ANT   ANT   255   01   Dying and Death    Donald Joralemon"
1550244877-13561,,"30807 
            ANT   ANT   267   01   Contemporary South Asia    Pinky Hota"
1550244877-13562,,"30783 
            ANT   ANT   270   01   Native American Linguistics    Miranda K. McCarvel"
1550244877-13563,,"30431 
            ANT   ANT   274   01   The Anthropology of Religion    Pinky Hota"
1550244877-13564,,"31254 
            ANT   ANT   300   01   Ethnographic Design    Caroline M. Melly"
1550244877-13565,,"30432 
            ANT   ANT   317   01   Seminar: The Anthropology of Landscape – Space, Place, Nature    Colin B. Hoag"
1550244877-13566,,"30435 
            ANT   ANT   344   01   Seminar: Topics in Medical Anthropology Anthropology and Medical Ethics   Donald Joralemon"
1550244877-13567,,"30806 
            ARC   ARC   135   01   Introduction to Archaeology    Patricia Mangan"
1550244877-13568,,"30008 
            ARX   ARX   141   01   What I Found in the Archives    Shannon Audley"
1550244877-13569,,"30009 
            ARX   ARX   340   01   Taking the Archives Public    Kelly P. Anderson"
1550244877-13570,,"30672 
            ART   ARH   110   01   Art and Its Histories    Brigitte Buettner"
1550244877-13571,,"30673 
            ART   ARH   110   02   Art and Its Histories    Emma R. Silverman"
1550244877-13572,,"30691 
            ART   ARH   200   01   China in Expansion    Yanlong Guo"
1550244877-13573,,"30692 
            ART   ARH   216   01   The Art and Architecture of the Ancient Roman World    Barbara A. Kellum"
1550244877-13574,,"30795 
            ART   ARH   278   01   Race and Gender in the History of Photography    Emma R. Silverman"
1550244877-13575,,"30674 
            ART   ARH   280   01   Art Historical Studies Meditations in Caves   Yanlong Guo"
1550244877-13576,,"30694 
            ART   ARH   283   01   Architecture Since 1945    Frazer D. Ward"
1550244877-13577,,"30675 
            ART   ARH   291   01   Topics in Art History Iconoclasm   John E. Moore"
1550244877-13578,,"30676 
            ART   ARH   291   02   Topics in Art History Intersectional Feminisms in American Art, 1900 to Present   Emma R. Silverman"
1550244877-13579,,"30696 
            ART   ARH   352   01   Studies in Art History Medievalisms   Brigitte Buettner"
1550244877-13580,,"30695 
            ART   ARH   374   01   Studies in 20th and 21st Century Art Border Crossings   Frazer D. Ward"
1550244877-13581,,"30677 
            ART   ARS   162   01   Introduction to Digital Media    Lucretia Ann Knapp"
1550244877-13582,,"30678 
            ART   ARS   162   02   Introduction to Digital Media    Andrew James Maurer"
1550244877-13583,,"30679 
            ART   ARS   163   01   Drawing I    Justin Kim"
1550244877-13584,,"30680 
            ART   ARS   163   02   Drawing I    Katherine E. Schneider"
1550244877-13585,,"30681 
            ART   ARS   163   03   Drawing I    Justin Kim"
1550244877-13586,,"30682 
            ART   ARS   172   01   Studio Art Foundations    A. Lee Burns"
1550244877-13587,,"30683 
            ART   ARS   172   02   Studio Art Foundations    Amanda Russhell Wallace"
1550244877-13588,,"30684 
            ART   ARS   266   01   Painting I    Elizabeth R. Meyersohn"
1550244877-13589,,"30700 
            ART   ARS   268   01   Topics in Printmaking The Poster: Prints in Public   Lindsey Clark-Ryan"
1550244877-13590,,"30697 
            ART   ARS   273   01   Sculpture I    A. Lee Burns"
1550244877-13591,,"30685 
            ART   ARS   274   01   Projects in Installation I    Lynne M. Yamamoto"
1550244877-13592,,"30686 
            ART   ARS   275   01   The Book: Theory and Practice I    Barry Moser"
1550244877-13593,,"30701 
            ART   ARS   281   01   Introduction to Architectural Design Studio: Digital Design Processes - Air    Elisa Kim"
1550244877-13594,,"30687 
            ART   ARS   282   01   Photography I    Fraser Stables"
1550244877-13595,,"30688 
            ART   ARS   282   02   Photography I    Amanda Russhell Wallace"
1550244877-13596,,"30698 
            ART   ARS   361   01   Interactive Digital Multimedia    John Slepian"
1550244877-13597,,"30699 
            ART   ARS   364   01   Drawing III    Katherine E. Schneider"
1550244877-13598,,"30689 
            ART   ARS   372   01   Advanced Printmaking    Lindsey Clark-Ryan"
1550244877-13599,,"30399 
            ART   ARS   389   01   Broad-Scale Design and Planning Studio    Reid W. Bertone-Johnson"
1550244877-13600,,"30690 
            ART   ARS   399   01   Senior Studio II    Alexis A. Callender, Fraser Stables"
1550244877-13601,,"31251 
            ART   ARS   400   07   Special Studies    Barry Moser"
1550244877-13602,,"31335 
            ART   ARS   400   09   Special Studies    Elisa Kim"
1550244877-13603,,"31535 
            ART   ARS   400   17   Special Studies    Fraser Stables"
1550244877-13604,,"30809 
            AST   AST   104   01   Alien Worlds    Julie N. Skinner Manegold"
1550244877-13605,,"30670 
            AST   AST   113   01   Telescopes and Techniques    James Daniel Lowenthal"
1550244877-13606,,"30797 
            AST   AST   214   01   Astronomy and Public Policy    James Daniel Lowenthal"
1550244877-13607,,"30671 
            AST   AST   228   01   FC28 Astrophysics I: Stars and Galaxies    Julie N. Skinner Manegold"
1550244877-13608,,"30010 
            BCH   BCH   252   01   Biochemistry I: Biochemical Structure and Function    Stylianos P. Scordilis"
1550244877-13609,,"30011 
            BCH   BCH   253   01   Biochemistry I Laboratory    Mary Caroline McKitrick"
1550244877-13610,,"30012 
            BCH   BCH   253   02   Biochemistry I Laboratory    Mary Caroline McKitrick"
1550244877-13611,,"30013 
            BCH   BCH   253   03   Biochemistry I Laboratory    Kalina Petrova Dimova"
1550244877-13612,,"30766 
            BCH   BCH   317   01   Experimental Design in Bio-Molecular Engineering    Nathan D. Derr"
1550244877-13613,,"30014 
            BCH   BCH   335   01   Physical Chemistry of Biochemical Systems    David Bickar"
1550244877-13614,,"30799 
            BCH   BCH   336   01   Physical Chemistry of Biological Systems Laboratory    Scott David Edmands"
1550244877-13615,,"30798 
            BCH   BCH   336   02   Physical Chemistry of Biological Systems Laboratory    Scott David Edmands"
1550244877-13616,,"30016 
            BCH   BCH   390   01   Biochemical Research Using Advanced Techniques    Kalina Petrova Dimova, Stylianos P. Scordilis"
1550244877-13617,,"30017 
            BCH   BCH   390   L01   Biochemical Research Using Advanced Techniques    Kalina Petrova Dimova, Stylianos P. Scordilis"
1550244877-13618,,"31536 
            BCH   BCH   400   11   Special Studies    David Bickar"
1550244877-13619,,"30018 
            BIO   BIO   101   01   Modern Biology for the Concerned Citizen    Steven A. Williams"
1550244877-13620,,"30019 
            BIO   BIO   122   01   Horticulture: Botany for Gardeners    Gabriel P. Immerman"
1550244877-13621,,"30020 
            BIO   BIO   123   01   Horticulture: Botany for Gardeners Laboratory    Gabriel P. Immerman"
1550244877-13622,,"30021 
            BIO   BIO   123   02   Horticulture: Botany for Gardeners Laboratory    Gabriel P. Immerman"
1550244877-13623,,"30022 
            BIO   BIO   130   01   Biodiversity, Ecology and Conservation    Paulette M. Peckol"
1550244877-13624,,"30023 
            BIO   BIO   131   01   Biodiversity, Ecology and Conservation Laboratory    Marney C. Pratt"
1550244877-13625,,"30024 
            BIO   BIO   131   02   Biodiversity, Ecology and Conservation Laboratory    Marney C. Pratt"
1550244877-13626,,"30615 
            BIO   BIO   131   03   Biodiversity, Ecology and Conservation Laboratory    Marney C. Pratt"
1550244877-13627,,"30025 
            BIO   BIO   132   01   Cells, Physiology and Development    Michael Joseph Barresi"
1550244877-13628,,"30026 
            BIO   BIO   132   D01   Cells, Physiology and Development    Michael Joseph Barresi"
1550244877-13629,,"30027 
            BIO   BIO   132   D02   Cells, Physiology and Development    Michael Joseph Barresi"
1550244877-13630,,"30028 
            BIO   BIO   132   D03   Cells, Physiology and Development    Michael Joseph Barresi"
1550244877-13631,,"30029 
            BIO   BIO   132   D04   Cells, Physiology and Development    Michael Joseph Barresi"
1550244877-13632,,"30030 
            BIO   BIO   133   01   Cells, Physiology and Development Laboratory    Graham R. Kent"
1550244877-13633,,"30031 
            BIO   BIO   133   02   Cells, Physiology and Development Laboratory    Graham R. Kent"
1550244877-13634,,"30032 
            BIO   BIO   133   03   Cells, Physiology and Development Laboratory    Graham R. Kent"
1550244877-13635,,"30033 
            BIO   BIO   133   04   Cells, Physiology and Development Laboratory    Graham R. Kent"
1550244877-13636,,"30034 
            BIO   BIO   204   01   Microbiology    Jan AC Vriezen"
1550244877-13637,,"30035 
            BIO   BIO   205   01   Microbiology Laboratory    Jan AC Vriezen"
1550244877-13638,,"30036 
            BIO   BIO   205   02   Microbiology Laboratory    Jan AC Vriezen"
1550244877-13639,,"30037 
            BIO   BIO   206   01   Plant Physiology    Danielle Denise Ignace"
1550244877-13640,,"30038 
            BIO   BIO   207   01   Plant Physiology Laboratory    Danielle Denise Ignace"
1550244877-13641,,"30039 
            BIO   BIO   230   01   Genomes and Genetic Analysis    Samantha Danielle Torquato, Steven A. Williams"
1550244877-13642,,"30040 
            BIO   BIO   230   D01   Genomes and Genetic Analysis    Samantha Danielle Torquato, Steven A. Williams"
1550244877-13643,,"30041 
            BIO   BIO   230   D02   Genomes and Genetic Analysis    Samantha Danielle Torquato, Steven A. Williams"
1550244877-13644,,"30042 
            BIO   BIO   230   D03   Genomes and Genetic Analysis    Samantha Danielle Torquato, Steven A. Williams"
1550244877-13645,,"30043 
            BIO   BIO   231   01   Genomes and Genetic Analysis Laboratory    Lori Jean Saunders"
1550244877-13646,,"30044 
            BIO   BIO   231   02   Genomes and Genetic Analysis Laboratory    Lori Jean Saunders"
1550244877-13647,,"30045 
            BIO   BIO   231   03   Genomes and Genetic Analysis Laboratory    Lori Jean Saunders"
1550244877-13648,,"30046 
            BIO   BIO   231   04   Genomes and Genetic Analysis Laboratory    Lori Jean Saunders"
1550244877-13649,,"30047 
            BIO   BIO   272   01   Vertebrate Biology    Virginia Hayssen"
1550244877-13650,,"30767 
            BIO   BIO   314   01   Topics in Advanced Microscopy Techniques for Research Laser Scanning Confocal Microscopy   Judith Lidwina-Maria Wopereis"
1550244877-13651,,"30768 
            BIO   BIO   314   02   Topics in Advanced Microscopy Techniques for Research Scanning Electron Microscopy   Judith Lidwina-Maria Wopereis"
1550244877-13652,,"30769 
            BIO   BIO   314   03   Topics in Advanced Microscopy Techniques for Research Total Internal Reflection Fluorescence Microscopy   Judith Lidwina-Maria Wopereis"
1550244877-13653,,"30770 
            BIO   BIO   314   04   Topics in Advanced Microscopy Techniques for Research Transmission Electron Microscope   Judith Lidwina-Maria Wopereis"
1550244877-13654,,"30765 
            BIO   BIO   317   01   Experimental Design in Bio-Molecular Engineering    Nathan D. Derr"
1550244877-13655,,"30055 
            BIO   BIO   321   01   Seminar: Topics in Microbiology Molecular Pathogenesis of Emerging Infectious Diseases   Christine Ann White-Ziegler"
1550244877-13656,,"30764 
            BIO   BIO   322   01   Topics in Cell Biology Synthetic Biology and Bionanotechnology   Nathan D. Derr"
1550244877-13657,,"30048 
            BIO   BIO   330   01   Research in Cellular Neurophysiology    Richard F. Olivo"
1550244877-13658,,"30049 
            BIO   BIO   330   02   Research in Cellular Neurophysiology    Adam Charles Hall"
1550244877-13659,,"30050 
            BIO   BIO   330   D01   Research in Cellular Neurophysiology    Adam Charles Hall, Richard F. Olivo"
1550244877-13660,,"30054 
            BIO   BIO   351   01   Topics in Evolutionary Biology Diversity of Reproduction in Mammals: A Female Perspective   Virginia Hayssen"
1550244877-13661,,"30051 
            BIO   BIO   370   01   Microbial Diversity    Laura Aline Katz"
1550244877-13662,,"30052 
            BIO   BIO   371   01   Microbial Diversity Laboratory    Laura Aline Katz"
1550244877-13663,,"30053 
            BIO   BIO   390   01   Seminar: Topics in Environmental Biology Coral Reef Ecology and Conservation   Paulette M. Peckol"
1550244877-13664,,"30086 
            BKX   BKX   300   01   Senior Capstone Seminar    Douglas Lane Patey"
1550244877-13665,,"30794 
            BUS   BUS   240   01   Buddhism and Gender"
1550244877-13666,,"31419 
            BUS   BUS   400   01   Special Studies in Buddhist Studies    Jay Lazar Garfield"
1550244877-13667,,"30056 
            CHM   CHM   100   01   Perspectives in Chemistry Chemistry of Art Objects   Katherine Lynn Queeney, Joseph Yeager"
1550244877-13668,,"30057 
            CHM   CHM   108   01   Environmental Chemistry    Andrew Berke"
1550244877-13669,,"30059 
            CHM   CHM   222   01   Chemistry II: Organic Chemistry    Alexandra E. Strom"
1550244877-13670,,"30060 
            CHM   CHM   222   02   Chemistry II: Organic Chemistry    Kerry L. Barnett, Kevin Michael Shea"
1550244877-13671,,"30061 
            CHM   CHM   222   L01   Chemistry II: Organic Chemistry    Maren Buck"
1550244877-13672,,"30062 
            CHM   CHM   222   L02   Chemistry II: Organic Chemistry    Rebecca Mae Thomas"
1550244877-13673,,"30063 
            CHM   CHM   222   L03   Chemistry II: Organic Chemistry    Maria E. Bickar"
1550244877-13674,,"30064 
            CHM   CHM   222   L04   Chemistry II: Organic Chemistry    Rebecca Mae Thomas"
1550244877-13675,,"30065 
            CHM   CHM   222   L05   Chemistry II: Organic Chemistry    Joseph Yeager"
1550244877-13676,,"30067 
            CHM   CHM   222   L07   Chemistry II: Organic Chemistry    Maria E. Bickar"
1550244877-13677,,"30068 
            CHM   CHM   222   L08   Chemistry II: Organic Chemistry    Joseph Yeager"
1550244877-13678,,"30069 
            CHM   CHM   222   L09   Chemistry II: Organic Chemistry    Alexandra E. Strom"
1550244877-13679,,"30071 
            CHM   CHM   224   01   Chemistry IV: Introduction to Inorganic and Physical Chemistry    Katherine Lynn Queeney"
1550244877-13680,,"30072 
            CHM   CHM   224   L01   Chemistry IV: Introduction to Inorganic and Physical Chemistry    Mohini S. Kulp"
1550244877-13681,,"30073 
            CHM   CHM   224   L02   Chemistry IV: Introduction to Inorganic and Physical Chemistry    Mohini S. Kulp"
1550244877-13682,,"30074 
            CHM   CHM   224   L03   Chemistry IV: Introduction to Inorganic and Physical Chemistry    Scott David Edmands"
1550244877-13683,,"30075 
            CHM   CHM   224   L04   Chemistry IV: Introduction to Inorganic and Physical Chemistry    Nuru G. Stracey"
1550244877-13684,,"31218 
            CHM   CHM   224   L05   Chemistry IV: Introduction to Inorganic and Physical Chemistry    David Bickar"
1550244877-13685,,"30085 
            CHM   CHM   321   01   Organic Synthesis    Kerry L. Barnett, Kevin Michael Shea"
1550244877-13686,,"30076 
            CHM   CHM   326   01   Synthesis and Structural Analysis    Maren Buck"
1550244877-13687,,"30077 
            CHM   CHM   326   L01   Synthesis and Structural Analysis    Rebecca Mae Thomas"
1550244877-13688,,"30078 
            CHM   CHM   332   01   Physical Chemistry II    Andrew Berke"
1550244877-13689,,"30079 
            CHM   CHM   332   L01   Physical Chemistry II    Joseph Yeager"
1550244877-13690,,"30081 
            CHM   CHM   336   01   Light and Chemistry    Cristina Suarez"
1550244877-13691,,"30082 
            CHM   CHM   336   L01   Light and Chemistry    Cristina Suarez"
1550244877-13692,,"30083 
            CHM   CHM   336   L02   Light and Chemistry    Mohini S. Kulp"
1550244877-13693,,"30084 
            CHM   CHM   363   01   Advanced Inorganic Chemistry    Nuru G. Stracey"
1550244877-13694,,"30093 
            CLS   CLS   150   01   Roots: Greek and Latin Elements in English    Nancy J. Shumate"
1550244877-13695,,"30094 
            CLS   CLS   238   01   The Age of Heroes: Archaeology of the Eastern Mediterranean Bronze Age    Rebecca Worsham"
1550244877-13696,,"30087 
            CLS   GRK   100Y   01   Elementary Greek    Rebecca Worsham"
1550244877-13697,,"30095 
            CLS   GRK   215   01   Greek Prose and Poetry of the Classical Age    Thalia A. Pandiri"
1550244877-13698,,"30092 
            CLS   GRK   310   01   Advanced Readings in Greek Literature I & II Athens, The Tyrant City   Scott A. Bradbury"
1550244877-13699,,"30088 
            CLS   LAT   100Y   01   Elementary Latin    Rebecca Worsham"
1550244877-13700,,"30090 
            CLS   LAT   214   01   Introduction to Latin Literature in the Augustan Age    Nancy J. Shumate"
1550244877-13701,,"30091 
            CLS   LAT   330   01   Advanced Readings in Latin Literature I & II The World of Nero   Nancy J. Shumate"
1550244877-13702,,"30812 
            CCX   CCX   320   01   Capstone Seminar for the CESC Concentration    Denys Candy"
1550244877-13703,,"30102 
            CLT   CLT   100   01   Introduction to Comparative Literature: The Pleasures of Reading Natives, Nationals, Nobodies   Lydia Miranda Oram"
1550244877-13704,,"30096 
            CLT   CLT   150   01   The Art of Translation: Poetics, Politics, Practice    Carolyn Shread"
1550244877-13705,,"30097 
            CLT   CLT   203   01   Western Classics in Translation, From Chrétien de Troyes to Tolstoy    George P. Katsaros"
1550244877-13706,,"30144 
            CLT   CLT   215   01   Arthurian Legend    Nancy Mason Bradbury"
1550244877-13707,,"30103 
            CLT   CLT   230   01   “Unnatural” Women: Mothers Who Kill their Children    Thalia A. Pandiri"
1550244877-13708,,"30150 
            CLT   CLT   255   01   What Makes a Tale Worth Telling: Reading the 19th Century Story    Michael E. Gorra"
1550244877-13709,,"30100 
            CLT   CLT   330   01   Capstone Seminar in Translation Studies    Reyes Lázaro"
1550244877-13710,,"30728 
            CSC   CSC   102   01   How the Internet Works    Sahar Al Seesi"
1550244877-13711,,"30729 
            CSC   CSC   103   01   How Computers Work    Sahar Al Seesi"
1550244877-13712,,"30617 
            CSC   CSC   109   01   Communicating with Data    David M. Rockoff"
1550244877-13713,,"30436 
            CSC   CSC   111   01   Introduction to Computer Science Through Programming    Alicia M Grubb"
1550244877-13714,,"30437 
            CSC   CSC   111   L01   Introduction to Computer Science Through Programming    David A. Marshall"
1550244877-13715,,"30438 
            CSC   CSC   111   L02   Introduction to Computer Science Through Programming    David A. Marshall"
1550244877-13716,,"30439 
            CSC   CSC   111   L03   Introduction to Computer Science Through Programming    David A. Marshall"
1550244877-13717,,"30440 
            CSC   CSC   111   L04   Introduction to Computer Science Through Programming    David A. Marshall"
1550244877-13718,,"30546 
            CSC   CSC   205   01   Modeling in the Sciences    Christophe Golé"
1550244877-13719,,"30441 
            CSC   CSC   212   01   Programming With Data Structures    John J. Foley"
1550244877-13720,,"30442 
            CSC   CSC   212   L01   Programming With Data Structures    John J. Foley"
1550244877-13721,,"30443 
            CSC   CSC   212   L02   Programming With Data Structures    John J. Foley"
1550244877-13722,,"30444 
            CSC   CSC   220   01   Advanced Programming Techniques    Sahar Al Seesi"
1550244877-13723,,"30445 
            CSC   CSC   250   01   Theory of Computation    R. Jordan Crouser"
1550244877-13724,,"30810 
            CSC   CSC   256   01   Intelligent User Interfaces    Jamie C. Macbeth"
1550244877-13725,,"30447 
            CSC   CSC   262   01   Operating Systems    John J. Foley"
1550244877-13726,,"30448 
            CSC   CSC   262   L01   Operating Systems    John J. Foley"
1550244877-13727,,"30730 
            CSC   CSC   270   01   Digital Circuits and Computer Systems    Dominique F. Thiebaut"
1550244877-13728,,"30731 
            CSC   CSC   270   L01   Digital Circuits and Computer Systems    Dominique F. Thiebaut"
1550244877-13729,,"30732 
            CSC   CSC   290   01   Introduction to Artificial Intelligence    Katherine M. Kinnaird"
1550244877-13730,,"30779 
            CSC   CSC   293   01   Machine Learning    Albert Y. Kim"
1550244877-13731,,"30733 
            CSC   CSC   330   01   Database Systems    Jamie C. Macbeth"
1550244877-13732,,"30449 
            CSC   CSC   354   01   Seminar in Music Information Retrieval    Katherine M. Kinnaird"
1550244877-13733,,"30584 
            DAN   DAN   113   01   Contemporary Dance I Fundamentals   Antonia Sommer Craige"
1550244877-13734,,"30585 
            DAN   DAN   114   01   Contemporary Dance II    Anna Margret Maynard"
1550244877-13735,,"30586 
            DAN   DAN   120   01   Ballet I    Sarah Elizabeth Lass"
1550244877-13736,,"30587 
            DAN   DAN   121   01   Ballet II    Alexandra Helen Burley"
1550244877-13737,,"30588 
            DAN   DAN   142   01   Dance Forms I West African Dance   Marilyn M. Sylla"
1550244877-13738,,"30590 
            DAN   DAN   142   03   Dance Forms I Flamenco   Michelle Renee Erard"
1550244877-13739,,"30611 
            DAN   DAN   142   04   Dance Forms I Hip Hop Dance   Shakia Johnson"
1550244877-13740,,"30591 
            DAN   DAN   151   01   Elementary Dance Composition    Chris Aiken"
1550244877-13741,,"30592 
            DAN   DAN   200   01   Dance Production    Michelle Renee Erard"
1550244877-13742,,"30593 
            DAN   DAN   201   01   Dance Production    Angie Hauser"
1550244877-13743,,"30594 
            DAN   DAN   216   01   Contemporary IV    Angie Hauser"
1550244877-13744,,"30595 
            DAN   DAN   216   02   Contemporary IV    Chris Aiken"
1550244877-13745,,"30612 
            DAN   DAN   219   01   Intermediate Contact Improvisation    Chris Aiken"
1550244877-13746,,"30596 
            DAN   DAN   223   01   Ballet IV    Onalie M. Arts"
1550244877-13747,,"30610 
            DAN   DAN   237   01   Tap II    Nicole Lee Carrara"
1550244877-13748,,"30597 
            DAN   DAN   242   01   West African II    Marilyn M. Sylla"
1550244877-13749,,"30598 
            DAN   DAN   267   01   Dance in the Community    Marilyn M. Sylla"
1550244877-13750,,"30609 
            DAN   DAN   272   01   Dance and Culture    Lester Tomé"
1550244877-13751,,"30803 
            DAN   DAN   305   01   Advanced Repertory    Alexandra Helen Burley, Alexander Bradford Springer"
1550244877-13752,,"30600 
            DAN   DAN   318   01   Contemporary Dance VI    Angie Hauser"
1550244877-13753,,"30601 
            DAN   DAN   325   01   Ballet VI    Rodger Fleming Blum"
1550244877-13754,,"30602 
            DAN   DAN   377   01   Advanced Studies in History and Aesthetics Dancing Today: Aesthetics of Contemporary Dance   Lester Tomé"
1550244877-13755,,"30603 
            DAN   DAN   399   01   Senior Seminar    Katie Martin"
1550244877-13756,,"30604 
            DAN   DAN   500   01   Graduate Seminar: Topics in Dance Theory Seminar in Music and Sound   Michael M. Vargas"
1550244877-13757,,"30605 
            DAN   DAN   500   02   Graduate Seminar: Topics in Dance Theory Dance, Video and the Camera   Rodger Fleming Blum"
1550244877-13758,,"30606 
            DAN   DAN   505   01   First Year Performance    Chris Aiken"
1550244877-13759,,"30607 
            DAN   DAN   507   01   Production and Management    Chris Aiken"
1550244877-13760,,"30608 
            DAN   DAN   515   01   Creative Process and Choreography I    Chris Aiken"
1550244877-13761,,"30209 
            EAL   CHI   111   01   Chinese I (Intensive)    Lu Yu"
1550244877-13762,,"30210 
            EAL   CHI   111   02   Chinese I (Intensive)    Lu Yu"
1550244877-13763,,"30211 
            EAL   CHI   111   D01   Chinese I (Intensive)    Yalin Chen"
1550244877-13764,,"30212 
            EAL   CHI   111   D02   Chinese I (Intensive)    Yalin Chen"
